title,year,certificate,duration,"genre",rating,"description",stars,votes
Learn to Swim,2019,Not Rated,92,"Action, Thriller",5,"Four-part docuseries on the 1986 Challenger space shuttle disaster, unpacking an indelible moment for a generation of Americans.","[Aleksandr Chernyaev,Fedor Lyass,Jonathan Rhys Meyers,Francesca Eastwood,William Forsythe,Malik Yoba]",3567
Numberblocks,2017,TV-MA,46,"Documentary, Crime",7.5,"Medical docuseries focusing on patients with unique illnesses and their journeys to find a diagnosis and cure.","[David Burns,James Konat,Sarah Isaacs,Loretta Fisher]",5428
Super Wings!,2018,Not Rated,95,"Biography, Crime, Drama",4.8,"7 girls at Rainbow High must face challenges and learn to flaunt their true colors.","[Ken Kushner,Zach McGowan,Amy Smart,Joe Pantoliano,Taryn Manning]",575
Hurts Like Hell,2012,G,83,"Animation, Adventure, Comedy",5.7,"A normal young deliveryman Li Yunxiang, though coming from the slum area, is living a satisfying life but when the arrogant wealthy son of Boss beats him down, his deep anger turns into a blast of Truth Fire.","[Wayne Thornley,Leonard Nimoy,Jeremy Suarez,Abigail Breslin,Jeff Goldblum]",7297
El cuerpo en llamas,2017,Not Rated,110,"Drama",5.4,"Which a young man desperately tries to make it big with some unlikely allies and a dastardly diabolical plan to pull off the perfect murder.","[Ferzan Özpetek,Halit Ergenç,Tuba Büyüküstün,Nejat Isler,Mehmet Günsür]",5071
Ghost in the Shell: SAC_2045 - Sustainable War,2015,TV-14,24,"Animation, Action, Sci-Fi",6.9,"Story of Hong Gil Dong, often said to be Robin Hood of Korea during Joseon Dynasty.","[Cherami Leigh,Robbie Daymond,Kira Buckland,Erika Harlacher]",2034
Bongwater,2010,Not Rated,91,"Adventure, Fantasy, Horror",3.4,"Billy Ray Lansing, a former covert agent turned survivalist, discovers that the foster program he is using to help a young girl is actually a human trafficking network. Lancing heads overseas to find the girl and shut down the operation.","[Mark Sheppard,Mark Sheppard,Gina Holden,Lochlyn Munro,Pruitt Taylor Vince,Susie Abromeit]",1131
Untitled the Gray Man Sequel,2020,TV-14,179,"Documentary, History",7.8,"Tracks the history of Black cinema, focused mainly on the '70s, with archival and new interviews with many of the key players from the era.","[June Scobee Rodgers,William Harwood,Frederick D. Gregory,John Zarrella]",7056
The Light in Your Eyes,2021,Not Rated,118,"Animation, Action, Fantasy",6.8,"A grieving wife and the sister of of a nurse paid two Tao priests to commune with the spirits of their deceased loved ones in a famous haunted hospital.","[Ji Zhao,Nicole Fong,Victoria Grace,Jason Ko,Dashiell McGaha-Schletter]",3271
My Happy Family,2019,Not Rated,65,"Comedy, Romance",8.1,"After falling in love, three roommates experience changes in their lives.","[Woo-hee Chun,Jeon Yeo-bin,Han Ji-Eun,Jae-hong Ahn]",664
Good Sam,2004,R,86,"Action, Crime, Drama",4,"So begins an entertaining road story where we witness two brothers with different cultural backgrounds, who don't even know each other, have similarities, differences and even their fights.","[Po-Chih Leong,Steven Seagal,Ida Nowakowska,Agnieszka Wagner,Matt Schulze]",4952
King Jack,2017,Not Rated,101,"Sci-Fi, Thriller",6.1,"10 days away from graduation, homeroom teacher Hiiragi, stands in front of his students and tells them they have now become his hostages. He says that no one can leave unless someone can tell him the reason behind a past student's suicide.","[Joon-Sung Kim,Sol Kyung-gu,Go Soo,Kang Hye-jeong,Yu Chun Park]",3735
Earth and Blood,2020,Not Rated,89,"Horror",3.1,"The chronically suicidal Wilbur, and his good-hearted big brother, Harbour, are in their thirties when, their father dies and leaves them with nothing but a worn down second-hand bookshop in Glasgow.","[Chia-Lin Chu,Li-chi Hsu,Lei Hung,Samuel Ku,Po-Hung Lin]",416
Chicago Typewriter,2019,TV-MA,15,"Comedy",7.4,"David Attenborough and scientist Johan Rockström examine Earth's biodiversity collapse and how this crisis can still be averted.","[Solvan Naim,Bruno,Sam Eliad,Donnell Rawlings]",2958
Almost Love,2015,Not Rated,137,"Comedy, Drama, Romance",7.3,"Six friends party for a week during the Sneekweek, but they get haunted by a serial killer because of a dark secret from their past..","[Luv Ranjan,Kartik Aaryan,Omkar Kapoor,Sunny Singh,Nushrratt Bharuccha]",15310
Mørke,2015,Not Rated,110,"Comedy, Drama",7.4,"Clara and Diego, under the guidance of the psychiatrist of a day rehabilitation center for disturbed people who attend, decide to transform the treatment center into a restaurant, involving all their other companions.","[Ali Atay,Ertan Saban,Serkan Keskin,Funda Eryigit,Luran Ahmeti]",13794
Something is Killing the Children,2019,Not Rated,88,"Action, Mystery, Sci-Fi",2.6,"Gu Ren Qi has a closed up personality and mysophobia. Shuang lost her mother in a car accident, and became a lonely person. The two became closer as they get to know each other, later they began to heal from their wounds.","[Jeremiah Jones,Clayton Snyder,David B. Meadows,Daniel Washington,Scott C. Roe]",3556
I Hear You,2022,TV-14,38,"Animation, Adventure, Drama",6.4,"The film follows headstrong Ginny who meets Sunny for an arranged marriage, but turns him down, and then shows how Sunny teams up with Ginny's mother to win her love.","[Colleen OShaughnessey,Ray Chase,Abby Trott,Tara Sands]",623
Bundy and the Green River Killer,2019,Not Rated,54,"Drama, Mystery, Thriller",7.4,"The flight of a rugby team crashes on a glacier in the Andes, few passengers who survived the crash, find themselves in one of the world's toughest environments to survive.","[Masaki Suda,Mei Nagano,Ryôta Katayose,Rina Kawaei]",1062
True and the Rainbow Kingdom,2002,R,109,"Comedy, Drama, Romance",6.8,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.","[Lone Scherfig,Jamie Sives,Adrian Rawlins,Shirley Henderson,Lisa McKinlay]",7890
Destry,2021,TV-PG,73,"Documentary",7.8,"A variety special full of issues of politics, race, gender and class. Sarah will also be joined by special guests.","[Jonathan Clay,David Attenborough,Elena Bennett,Jason Box,Terry Hughes]",2786
Haunted: Latin America,2016,Not Rated,108,"Comedy, Thriller",4.6,"Byun Hyun, confident, naive, warm-hearted and a son of a wealthy family, starts living in a poor area, where he meets Baek Joon, a positive woman who works part-time jobs to make ends meet.","[Martijn Heijne,Carolien Spoor,Jelle de Jong,Jord Knotter,Holly Mae Brood]",1393
Best. Christmas. Ever.,2021,TV-14,139,"Comedy, Drama, Romance",4.2,"Heidi (Osment), who initially left her small town of Pleasant Valley with the dream of one day becoming a successful painter, has put her own art on hold to excel as an art gallery curator... See full summary »","[Kaashvi Nair,Rakul Preet Singh,John Abraham,Arjun Kapoor,Aditi Rao Hydari]",4598
Stalked by My Doctor: The Return,2021,Not Rated,114,"Comedy, Drama",6.6,"A leader killed by his own gang, gets offered a chance by Satan himself to escape damnation.","[Simone Godano,Stefano Accorsi,Miriam Leone,Thomas Trabacchi,Mario Pirrello]",1503
Hometown,2021,Not Rated,45,"Comedy, Drama, Romance",7.4,"A mob hitman wants to retire, but his bosses don't think that's a good idea. Complications--and many bloody shootouts-ensue.","[Shen Yue,Jasper Liu,Charles Lin,Yunfan Dai]",323
My Only Love Song,2020,TV-MA,125,"Comedy, Drama, Romance",5.7,"Work-life balance breaks down for Paris's most gifted armed robbers when a grave mistake forces them to work for a crime boss in a high-stakes heist.","[Puneet Khanna,Yami Gautam,Vikrant Massey,Ayesha Raza Mishra,Rajiv Gupta]",4838
Shirkers,2020,TV-14,121,"Drama, Family",7.4,"Set at a private high school, a beautiful story emerges between mathematics teacher and a genius mathematics student.","[Angga Dwimas Sasongko,Rio Dewanto,Sheila Dara Aisha,Rachel Amanda,Sinyo Riza]",1187
Winter in Wartime,2020,TV-MA,49,"Comedy",5.5,"During an outbreak of a deadly plague in Lithuania, a mystical woman must save her tight-knit Jewish community from a gang of ruffians led by a local landowner, but the entity she conjures to protect them is a far greater evil.","[Natasha Lyonne,Aubrey Plaza,Jon Hamm,Winona Ryder,Ben Stiller]",1740
Ankahi Kahaniya,2018,TV-G,120,"Comedy, Drama, Romance",5.9,"When the Swap Shop radio show shares the scoop on sweet deals, collectors of cars, comics, creepy clown statues and more listen with ears wide open.","[Sean Olson,Emily Osment,Ryan Rottman,Kelly Hu,Jacob Buster]",3115
Barbie Dreamhouse Adventures,2013,R,100,"Action, Fantasy, Horror",4.8,"A comedy variety special featuring LGBTQ+ comedy icons and emerging voices.","[Roel Reiné,Danny Trejo,Mickey Rourke,Anthony Michael Hall,Dina Meyer]",5623
Citrus,1973,R,90,"Action, Crime, Drama",6.7,"A group of friends may or may not have unleashed a deadly curse, starting a new adventure.","[Duccio Tessari,Alain Delon,Richard Conte,Carla Gravina,Marc Porel]",1935
Hyena,2015,TV-MA,81,"Action, Crime, Drama",6.3,"A young man named Amadeo sets off on an unexpected adventure with the players of his beloved Foosball.","[Julien Leclercq,Sami Bouajila,Guillaume Gouix,Youssef Hajdi,Redouane Behache]",5174
Southcliffe,2021,TV-MA,32,"Comedy, Drama, Romance",6.4,"Former special-forces soldier John Gold is given the opportunity to bring Sean Teague - the man who betrayed his team on their final mission in Eastern Europe several years ago - to justice... See full summary »","[Kappil Shah,Radhika Madan,Tanya Maniktala,Rohit Saraf]",1569
Tensura Nikki: Tensei shitara Slime Datta Ken,2018,Not Rated,95,"Drama, Horror",5.5,"Learning numbers and how to count with colourful personified blocks, each with their own quirks.","[Doron Paz,Yoav Paz,Hani Furstenberg,Ishai Golan,Kirill Cernyakov,Brynie Furstenberg]",6408
Munafik 2,2022,TV-MA,96,"Documentary, Comedy",6,"It takes us to May 2017. The body of a man appears charred inside a car in the Foix reservoir, in Barcelona. This is Pedro (José Manuel Poga), a police officer. The event quickly arouses ... See full summary »","[Page Hurwitz,Linda Mendoza,James Adomian,Sandra Bernhard,Joel Kim Booster,Guy Branum]",694
Jo Pil-ho: The Dawning Rage,2013,PG,85,"Animation, Adventure, Family",6.4,"In the year 2045, cybernetic mercenary Motoko Kusanagi returns to Section 9 to face a dangerous new threat: the posthumans. A feature-length recut of the first season of Ghost in the Shell: SAC_2045.","[Juan José Campanella,Gabriel Almirón,Federico Cecere,Ezequiel Cipols,Luciana Falcón]",9713
That Girl in Yellow Boots,2020,R,90,"Action",3.5,"An indolent artist in Portland, Oregon becomes addicted to marijuana, prompting his girlfriend to flee to New York City with a heroin addict.","[Ross Boyask,Stu Bennett,Vinnie Jones,Jacob Anderton,Sam Benjamin]",2915
Jagame Thandhiram,2021,Not Rated,93,"Romance, Drama, Music",6.2,"Animals like the Craneosauraus, Garbageadon and Tyrannosaurus Trux (part dinosaurs and part truck) exist in a fictional prehistoric era.","[Thyrone Tommy,Thomas Antony Olajide,Emma Ferreira,Andrea Davis,Andrea Pavlovic]",99
Chloe and Theo,2017,TV-Y,5,"Animation",8.6,"After telling a white lie which spirals out of control, a neurotic, naive, musically gifted Muslim cleric's eldest son must follow through with an arranged marriage, even though he's madly in love with an Australian born-Lebanese girl.","[Marcel McCalla,Beth Chalmers,Sooz Kempner,Teresa Gallagher]",227
Incastrati,2015,TV-Y,15,"Animation, Adventure, Family",5.9,"This story is about a woman who loses all her time before she can use it up and a man who gives up all of his radiant moments and lives a lethargic life.","[Luca Padovan,Hudson Loverro,Chasden Gilson-Walker,Jamie Sara Lewis]",333
The Red Thread,2022,TV-MA,200,"Biography, Drama, Sport",7.4,"A college student seeks help after a brutal assault but faces a bureaucratic nightmare when she reveals that her perpetrators are police officers.","[Nat Kitcharit,Tammanoon Sakcharoen,Vithaya Pansringarm,Chonnikan Netjui]",247
Flint Town,2021,R,112,"Documentary",5.3,"Secrets from the Stranger Things 2 universe are revealed as cast and guests discuss the latest episodes with host Jim Rash.","[Michèle Ohayon,Keith Ballinger,Amy Bond,Jenyne Butterfly,Genellyn Driver]",678
"Live Twice, Love Once",2021,Not Rated,119,"Animation, Action, Sci-Fi",5.9,"When a mysterious good samaritan leaves $100,000 cash on seemingly random doorsteps, New York City news reporter Kate Bradley sets out to discover the true identity and motive of Good Sam.","[Shinji Aramaki,Michihito Fujii,Kenji Kamiyama,Atsuko Tanaka,Osamu Saka,Akio Ôtsuka,Kôichi Yamadera]",315
Lego City Adventures,1998,R,97,"Comedy, Drama, Romance",5.3,"Cases of wrongful conviction that the Innocence Project and organizations within the Innocence Network have worked to highlight and overturn.","[Richard Sears,Luke Wilson,Alicia Witt,Amy Locane,Brittany Murphy]",4434
Lego Jurassic World: Legend of Isla Nublar,2015-2017,TV-Y7-FV,23,"Animation, Short, Action",6.7,"An underprivileged teenager bonds with his young cousin while facing off against a vicious bully.","[Andrew Francis,Richard Ian Cox,Ashleigh Ball,Brian Drummond]",468
Wish You,2017,TV-MA,110,"Comedy, Drama, Romance",6.9,"Saïd owns a sawmill deep in the woods, which he decides to sell. Little does he know that one of his apprentices was cornered by his brother and forced to hide a large amount of cocaine inside the factory.","[Jeffrey Walker,Osamah Sami,Don Hany,Helana Sawires,Robert Rabiah]",5063
Found.,2019,Not Rated,60,"Comedy, Drama, Fantasy",7.9,"Writers that lived under Japanese rule in the 1930s are reincarnated into a bestselling writer who is in a slump, a mysterious ghostwriter, and a devoted fan of the bestselling writer.","[Han Ji-min,Hye-ja Kim,Nam Joo-hyuk,Ho Joon Son]",762
Plan de fuga,2017,TV-MA,100,"Crime, Drama, Thriller",7,"An ensemble comedy about romance in the modern era.","[Kaouther Ben Hania,Mariam Al Ferjani,Ghanem Zrelli,Noomen Hamda,Mohamed Akkari]",2262
A Wish For Christmas,2017,Not Rated,120,"Drama",7.4,"David Harbour delves into the enigmatic history of his legendary acting family, as he examines his father's legacy and role in a made-for-TV play.","[Nana Ekvtimishvili,Simon Groß,Ia Shugliashvili,Merab Ninidze,Berta Khapava,Tsisia Qumsishvili]",3938
Roh,2017,TV-PG,21,"Documentary, Talk-Show",7.4,"The psychological thriller Murk tells the story of Jacob, who is investigating into the circumstances surrounding his sister's death on her wedding night.","[Jim Rash,Matt Duffer,Ross Duffer,Shawn Levy]",2067
Sharkdog,2019,TV-PG,89,"Comedy, Drama, Romance",5.7,"Based on the comic, follows one teen survivor in a town plagued by monsters that eat children, and a mysterious young woman who would mince monsters.","[Kate Melville,Tiya Sircar,Chad Connell,Marco Grazzini,Jesse Camacho]",3023
The Shrinking of Treehorn,2020,TV-MA,573,"Documentary, Crime",7.9,"An aloof violin maker strikes up a relationship with a sweet girl next door after they are unexpectedly cast in a reality-dating show.","[Peter Neufeld,Barry Scheck,Michael West,Gary Wells]",2811
Zero,2011,Not Rated,95,"Comedy",6.1,"A police detective consults with incarcerated madman Ted Bundy to help him catch The Green River Killer.","[Massimiliano Bruno,Paola Cortellesi,Raoul Bova,Rocco Papaleo,Anna Foglietta]",3116
